"elite_idx","centroid_x","centroid_y","situation_x","situation_y","situation_vec","command","fitness","kind","iteration"
"3348","0.9777334568182326","0.12800385611747428","0.028523196853346144","0.5815533422659455","0.028523196853346144,0.5815533422659455","0.6223138153055818,0.6424152875869198,0.6611386661331102,0.8745315041110575,0.8812835938564367,0.10547556971731809,0.624801253617193,0.2534733249290524,0.9577921991141433,0.05824367992267032","0.6068727224677648","random","3348"
"112","0.021148327775635134","0.5064610669319236","0.02867677084755016","0.5034197598976142","0.02867677084755016,0.5034197598976142","1,1,1,1,1,1,1,1,1,1","0.6218344045178762","regression","42384"
"4800","0.029716414967847105","0.2700780701376781","0.028756234835719652","0.26835070532117433","0.028756234835719652,0.26835070532117433","1,1,0.991225405420563,1,1,0.9892142855138464,1,1,1,1","0.5831980257093023","regression","93614"
"3559","0.026912746281776978","0.4137700506989765","0.028843601161342325","0.4195942273523243","0.028843601161342325,0.4195942273523243","0.9742822843701987,0.9985489008467162,1,1,0.8962826712065735,1,0.8943517768775501,0.9904372957308505,1,0.9684670726550727","0.6145090622926714","sbx_closest2parent","66088"
"1132","0.02023935977513308","0.8876009276312027","0.028890739506883367","0.8934393267985009","0.028890739506883367,0.8934393267985009","1,1,1,1,1,1,1,1,1,1","0.5483083305136575","regression","67187"
"1980","0.08942530226133877","0.18354747401028632","0.029918713589287715","0.24696248759806683","0.029918713589287715,0.24696248759806683","0.6317721595045046,0.2183228855156385,0.3820570226641641,0.0610393364744829,0.5723881772292886,0.9959530822628104,0.3405147821739801,0.626405419053543,0.042836003719525007,0.8691948551363389","0.5702506202436808","random","1980"
"1524","0.02412893539850086","0.38729408896169837","0.03030960632525692","0.3868793981447891","0.03030960632525692,0.3868793981447891","0.9958125787842154,0.9999991283916569,0.9961573716034439,0.9909428269991266,1,0.9999999251435866,0.9999284943807354,0.9999025568554717,1,0.9959088647690325","0.610689992965016","sbx_closest2parent","69430"
"1070","0.030009475028120014","0.021014425085200628","0.030313794495799518","0.027302273764786777","0.030313794495799518,0.027302273764786777","0.9997322335175499,0.9514950300902588,0.9513793691888047,0.8663073480397647,0.9104813905655285,0.8224232188952126,0.8372018196039112,0.6969124075067903,0.8965760491917057,0.9113847778454508","0.5029597135964464","sbx_closest2parent","88074"
"2947","0.027017185361038587","0.4387521547659316","0.030406998858335088","0.43921099239373285","0.030406998858335088,0.43921099239373285","0.8820610907803549,0.9706247949855649,0.9907691080898058,0.9946758066502973,0.9651949015060349,0.9724754022826568,0.9831101821109918,0.6384904086259177,0.5638620075743512,0.7714042196685593","0.6161164854854018","sbx_closest2parent","97588"
"2703","0.02752922772418398","0.5986227667908428","0.03053293346473862","0.5953143760618808","0.03053293346473862,0.5953143760618808","1,1,1,1,1,1,1,1,1,1","0.6200188317949321","regression","71957"
